ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048588	developmental cell growth	0.00248736919886427	0.0335017538972032	1	Fn1,Aurka,Lrp1,Crabp2,Nrp2,Postn
GO:0007062	sister chromatid cohesion	0.00255136026644197	0.0338278783323845	1	Bub1,Cdc20,Sgo1
GO:1901607	alpha-amino acid biosynthetic process	0.00255136026644197	0.0338278783323845	1	Cbs,Plod2,Agxt2
GO:0002062	chondrocyte differentiation	0.00256390725179712	0.0338278783323845	1	Sulf2,Mdk,Scx,Loxl2
GO:0003014	renal system process	0.00256390725179712	0.0338278783323845	1	Sulf2,Gnai2,Avpr1a,Slc4a5
GO:0001974	blood vessel remodeling	0.00268612988128363	0.0352605678832461	1	Cbs,Lrp1,Rspo3
GO:0060560	developmental growth involved in morphogenesis	0.00271936650785492	0.0355165746934991	1	Fn1,Aurka,Lrp1,Crabp2,Nrp2,Postn
GO:0009070	serine family amino acid biosynthetic process	0.00276756726348582	0.0355610885143474	1	Cbs,Agxt2
GO:0035590	purinergic nucleotide receptor signaling pathway	0.00276756726348582	0.0355610885143474	1	Gnai2,P2rx7
GO:0071731	response to nitric oxide	0.00276756726348582	0.0355610885143474	1	Thbs1,Txn1
GO:0010720	positive regulation of cell development	0.0027777803093187	0.0355610885143474	1	Fn1,Aurka,Mdk,Lrp1,Crabp2,Aspm,Trib1
GO:0035567	non-canonical Wnt signaling pathway	0.00282521513605898	0.0358137565776888	1	Cthrc1,Fzd9,Rspo3
GO:0071622	regulation of granulocyte chemotaxis	0.00282521513605898	0.0358137565776888	1	Thbs1,Thbs4,Mdk
GO:0032963	collagen metabolic process	0.00290073834012784	0.0365917529149785	1	Fn1,Scx,Ctsk,P2rx7
GO:0051055	negative regulation of lipid biosynthetic process	0.00296866099642741	0.0372667831881615	1	Ccdc3,Snai1,Dkk3
GO:2000177	regulation of neural precursor cell proliferation	0.00298944510713228	0.0373464011934497	1	Fzd9,Gnai2,Mdk,Aspm
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.00307998863313228	0.0382925509869234	1	Lox,Thbs1,Htra3,Lrp1
GO:0007096	regulation of exit from mitosis	0.0031264659498284	0.0383177296031102	1	Birc5,Ube2c
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	0.0031264659498284	0.0383177296031102	1	Mad2l1,Ccnb1
GO:1903504	regulation of mitotic spindle checkpoint	0.0031264659498284	0.0383177296031102	1	Mad2l1,Ccnb1
GO:0009896	positive regulation of catabolic process	0.00321211306757828	0.0391817188337615	1	Clu,Aurka,Lrp1,P2rx7,Sh3d19,Ier3,Cdc20,Trib1
GO:0030282	bone mineralization	0.00326665962165867	0.0393169371045461	1	Lox,Fzd9,P2rx7,Ddr2
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.00326665962165867	0.0393169371045461	1	Clu,Aurka,Cdc20,Trib1
GO:0007588	excretion	0.00326880954272135	0.0393169371045461	1	Gnai2,Mdk,Avpr1a
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	0.00336282369852409	0.0402604726128856	1	Lox,Thbs1,Htra3,Lrp1
GO:1990138	neuron projection extension	0.00340202055653312	0.0404502041734975	1	Fn1,Aurka,Lrp1,Nrp2,Postn
GO:0010812	negative regulation of cell-substrate adhesion	0.00342559733719875	0.0404502041734975	1	Thbs1,Lrp1,Postn
GO:0031102	neuron projection regeneration	0.00342559733719875	0.0404502041734975	1	Lrp1,Prrx1,Rtn4rl2
GO:0031145	anaphase-promoting complex-dependent catabolic process	0.00350594117644339	0.0405055227558535	1	Cdc20,Ube2c
GO:0044406	adhesion of symbiont to host	0.00350594117644339	0.0405055227558535	1	Ltf,Nectin1
GO:1900221	regulation of amyloid-beta clearance	0.00350594117644339	0.0405055227558535	1	Clu,Lrp1
GO:0046394	carboxylic acid biosynthetic process	0.00351326560808038	0.0405055227558535	1	Cbs,Plod2,Mid1ip1,Mthfd1l,Avpr1a,Agxt2
GO:2000241	regulation of reproductive process	0.00354692814333313	0.0405055227558535	1	Aurka,Inhba,Snai1,Cdc20,Aspm
GO:0003073	regulation of systemic arterial blood pressure	0.00356089988815218	0.0405055227558535	1	Avpr1a,Ier3,Postn,Slc4a5
GO:0016053	organic acid biosynthetic process	0.00357171290892432	0.0405055227558535	1	Cbs,Plod2,Mid1ip1,Mthfd1l,Avpr1a,Agxt2
GO:0008652	cellular amino acid biosynthetic process	0.00358691597489964	0.0405055227558535	1	Cbs,Plod2,Agxt2
GO:0021872	forebrain generation of neurons	0.00358691597489964	0.0405055227558535	1	Inhba,Nrp2,Aspm
GO:0045995	regulation of embryonic development	0.00358691597489964	0.0405055227558535	1	Lama3,Scx,Lama1
GO:0030307	positive regulation of cell growth	0.00362102131267025	0.0407128744111533	1	Fn1,Lrp1,Crabp2,Hbegf,Avpr1a
GO:0071621	granulocyte chemotaxis	0.00366284807579245	0.0410048706666635	1	Thbs1,Thbs4,Mdk,Vav1
GO:0090287	regulation of cellular response to growth factor stimulus	0.00375139989948705	0.0414503911801104	1	Lox,Myof,Thbs1,Htra3,Sulf2,Lrp1
GO:0014911	positive regulation of smooth muscle cell migration	0.0037528056602977	0.0414503911801104	1	Mdk,Lrp1,Postn
GO:0001889	liver development	0.00376676021938358	0.0414503911801104	1	Foxm1,Aurka,Sulf2,Mdk
GO:0007098	centrosome cycle	0.00376676021938358	0.0414503911801104	1	Nek2,Kif11,Aurka,Sgo1
GO:0046822	regulation of nucleocytoplasmic transport	0.00387265412011097	0.0419242499109387	1	Ect2,Txn1,Uaca,Ier3
GO:2001233	regulation of apoptotic signaling pathway	0.00389226352711828	0.0419242499109387	1	Clu,Thbs1,Inhba,Gnai2,Snai1,Bub1,Ier3
GO:0000212	meiotic spindle organization	0.00390578423515954	0.0419242499109387	1	Aurka,Aspm
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	0.00390578423515954	0.0419242499109387	1	Thbs1,Sulf2
GO:0006081	cellular aldehyde metabolic process	0.00392330567612033	0.0419242499109387	1	Rpe65,Dkk3,Agxt2
GO:0048008	platelet-derived growth factor receptor signaling pathway	0.00392330567612033	0.0419242499109387	1	Lox,Lrp1,Ptgir
GO:0051310	metaphase plate congression	0.00392330567612033	0.0419242499109387	1	Mis12,Ccnb1,Incenp
GO:0061008	hepaticobiliary system development	0.00409045790903326	0.0435305520689712	1	Foxm1,Aurka,Sulf2,Mdk
GO:0045216	cell-cell junction organization	0.00417113092646941	0.0442071499010242	1	Ect2,Cdh11,Nectin1,Snai1,Pkp3
GO:0010631	epithelial cell migration	0.00419671160331017	0.0442669611545561	1	Thbs1,Glipr2,Hbegf,Evl,Loxl2,Pkn3
GO:0097193	intrinsic apoptotic signaling pathway	0.00426338350076259	0.0442669611545561	1	Clu,Snai1,Uaca,Mllt11,Bub1,Ier3
GO:0001707	mesoderm formation	0.00427828928092659	0.0442669611545561	1	Inhba,Scx,Snai1
GO:0060350	endochondral bone morphogenesis	0.00427828928092659	0.0442669611545561	1	Thbs1,Cbs,Scx
GO:0090307	mitotic spindle assembly	0.00427828928092659	0.0442669611545561	1	Nek2,Kif11,Cdc20
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.00431639987559044	0.0442669611545561	1	Clu,Aurka,Cdc20,Trib1
GO:0090090	negative regulation of canonical Wnt signaling pathway	0.00431639987559044	0.0442669611545561	1	Cthrc1,Mdk,Dkk3,Amer2
GO:0010763	positive regulation of fibroblast migration	0.00432578795036	0.0442669611545561	1	Thbs1,Ddr2
GO:0090132	epithelium migration	0.00433083572007065	0.0442669611545561	1	Thbs1,Glipr2,Hbegf,Evl,Loxl2,Pkn3
GO:0090130	tissue migration	0.00446810294010058	0.0454902133980319	1	Thbs1,Glipr2,Hbegf,Evl,Loxl2,Pkn3
GO:0008217	regulation of blood pressure	0.00451100006417799	0.0457468477096638	1	Avpr1a,Ier3,Adra2b,Postn,Slc4a5
GO:0043393	regulation of protein binding	0.00459895849062089	0.0463724832360952	1	Dzip1,Cthrc1,Lox,Aurka,Lrp1
GO:0060326	cell chemotaxis	0.0046085569186684	0.0463724832360952	1	Lox,Thbs1,Thbs4,Mdk,Hbegf,Vav1
GO:0035904	aorta development	0.00465216299281272	0.0465773821141727	1	Lox,Lrp1,Fkbp10
GO:0030278	regulation of ossification	0.00467087507767758	0.0465773821141727	1	Fzd9,Mdk,P2rx7,Ddr2
GO:0032970	regulation of actin filament-based process	0.00468295411820762	0.0465773821141727	1	Ect2,Rnd3,Mdk,Arpc1b,Lrp1,Evl,Sh3pxd2b
GO:0051900	regulation of mitochondrial depolarization	0.00476574666911795	0.04721923711241	1	P2rx7,Mllt11
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	0.00496302841773687	0.0487999676359982	1	Gnai2,Ptgir,Gpr161,Chrm4,Adra2b
GO:2001020	regulation of response to DNA damage stimulus	0.00496302841773687	0.0487999676359982	1	Foxm1,Clu,Parpbp,Snai1,Ier3
GO:0030177	positive regulation of Wnt signaling pathway	0.00504443441288062	0.0490485346100767	1	Sulf2,Fzd9,Rspo3,Aspm
GO:0048146	positive regulation of fibroblast proliferation	0.00504520889647347	0.0490485346100767	1	Fn1,Ccnb1,Ddr2
GO:0048332	mesoderm morphogenesis	0.00504520889647347	0.0490485346100767	1	Inhba,Scx,Snai1
GO:0090596	sensory organ morphogenesis	0.00512587249375643	0.0496460908945847	1	Cthrc1,Col8a1,Prrx1,Fjx1,Nectin1,Rpe65
