ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Group
GO:0042407	cristae formation	7/1432	7.44211358893842	8.84190158459143e-06	0.000284799659562778	0.000207668346427575	Chchd10/Chchd3/Chchd6/Letm1/Afg3l2/Oma1/Apoo	7	Ablated
GO:0098657	import into cell	28/1432	4.84598130404019	8.90530921593243e-06	0.000285221457317068	0.000207975910145505	Folr1/Slc2a1/Adrb1/Atp1a1/Slc9a6/Tsg101/Abcc9/Wnk3/Fabp3/Slc6a14/Kcnh2/Slc43a1/Slc17a6/Slc15a1/Slc12a9/Trpv4/Cln8/Slc36a1/Slc9a7/Atp1b1/Slc1a5/Slc7a5/Akt1/Mapk15/Slc15a4/Kcnj12/Iapp/Park7	28	Ablated
GO:0070997	neuron death	43/1432	4.21620373741284	9.00600864883068e-06	0.000286826196798995	0.000209146043547948	Ccl5/Xiap/Siah1a/G6pd2/Optn/Atp7a/Dnajc5/Star/Nqo1/Hyou1/Npm1/Esr2/Braf/Btbd10/Ptprz1/En2/Angpt1/Foxq1/Ppara/Ache/Prdx3/Adora2a/Capn2/Nenf/Rapsn/Sod2/Cdk5r1/Ndufs4/Dtnbp1/Ntf3/Fam162a/Cd200/Clcf1/Ephb1/Kcnma1/Ngfr/Gpr75/En1/Dpysl4/Gpi1/Diablo/Nmnat1/Park7	43	Ablated
GO:0010631	epithelial cell migration	34/1432	4.55174183104225	9.45388154467192e-06	0.000299408125568409	0.000218320451784338	Itgb2l/Adora2b/Atp5a1/Enpp2/Tek/Angpt1/Coro1c/Has2/Ptp4a3/Rreb1/Mmp9/Rtn4/P2rx4/Notch1/Egf/Prox1/Cyp1b1/Prkce/Atp5b/Met/Pik3cb/Angpt4/Zeb2/Prkd2/Fgfbp1/Hmgb1/Akt1/Fgf10/Srf/Gpi1/Gab2/Fgf4/Ptprr/Nanos1	34	Ablated
GO:0006644	phospholipid metabolic process	38/1432	4.38922290154448	9.63504221589053e-06	0.000303450301788241	0.000221267899308784	Pla2g4d/Mvk/Pip5k1b/Plppr3/Enpp2/Abca2/Vac14/Sacm1l/Cds1/Mtmr1/Fabp3/Bscl2/Sgms1/Mboat7/Capn2/Agpat3/Sgms2/Pigg/Pnpla7/Dnajc19/Pyurf/Smg1/Fitm1/Hadha/Plppr5/Mtmr12/Dgkg/Itpkc/Sphk2/Gdpd3/Pik3cb/Cln8/Ldlr/Dgkz/Socs7/Gnpat/Pigw/Pcx	38	Ablated
GO:0000271	polysaccharide biosynthetic process	14/1432	5.99866081397858	9.71016539610199e-06	0.000304126671991725	0.000221761090494286	Prkag3/Grb10/Gys1/Has2/Acadm/Egf/Fut9/Gyg/Hs2st1/Ndst1/Akt1/Esrrb/Ext1/Sorbs1	14	Ablated
GO:1902652	secondary alcohol metabolic process	22/1432	5.21908112764632	9.9691966578518e-06	0.00031052404315034	0.00022642588360546	Ces1c/Ces1a/Ugt1a5/Saa1/G6pd2/Idh2/Mvk/Cyb5r3/Aco2/Mttp/Dhcr24/Abca2/Acadvl/Npc1/Idh3b/Soat1/Abca1/Cln8/Ldlr/Erlin2/Acadl/Cat	22	Ablated
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	6/1432	7.79042028320663	1.02317267035711e-05	0.000316959883511173	0.000231118727437008	Cox4i1/Cox6a1/COX1/COX3/Cox5a/Cox7c	6	Ablated
GO:0003333	amino acid transmembrane transport	16/1432	5.75353835594559	1.03509836983323e-05	0.00031891155753177	0.000232541836289193	Slc36a3/Slc7a9/Slc38a7/Sfxn2/Slc38a3/Slc6a14/Slc43a1/Slc38a6/Mfsd12/Slc25a38/Cln8/Slc36a1/Slc1a5/Slc7a5/Slc25a13/Slc15a4	16	Ablated
GO:0090132	epithelium migration	34/1432	4.54522715002106	1.08648838886229e-05	0.000332935279808666	0.000242767562051904	Itgb2l/Adora2b/Atp5a1/Enpp2/Tek/Angpt1/Coro1c/Has2/Ptp4a3/Rreb1/Mmp9/Rtn4/P2rx4/Notch1/Egf/Prox1/Cyp1b1/Prkce/Atp5b/Met/Pik3cb/Angpt4/Zeb2/Prkd2/Fgfbp1/Hmgb1/Akt1/Fgf10/Srf/Gpi1/Gab2/Fgf4/Ptprr/Nanos1	34	Ablated
GO:0098656	anion transmembrane transport	25/1432	5.0074687739313	1.14786754223026e-05	0.000349852747145342	0.000255103329843703	Slc17a1/Tcaf2/Folr1/Tcaf1/Vdac2/Slc23a1/Slc16a12/Sfxn2/Slc37a2/Mpc2/Slc43a1/Slc37a4/Slc13a2/Ano3/Gabra6/Slc12a9/Mfsd12/Slc25a38/Cln8/Slc25a5/Mpc1/Slc1a5/Slc7a5/Slc25a13/Slc15a4	25	Ablated
GO:0018958	phenol-containing compound metabolic process	19/1432	5.44701319569233	1.21977113787918e-05	0.000368065301101325	0.000268383440396042	Atp7a/Epas1/Hprt/Ctns/Ddc/Tg/Tph1/Dio1/Ddt/Ndufs4/Tyrp1/Htr1a/Trpc1/Myo5a/Mfsd12/Ednra/Zeb2/Pmel/Park7	19	Ablated
GO:0033692	cellular polysaccharide biosynthetic process	13/1432	6.11644384963496	1.22060816029369e-05	0.000368065301101325	0.000268383440396042	Prkag3/Grb10/Gys1/Has2/Acadm/Fut9/Gyg/Hs2st1/Ndst1/Akt1/Esrrb/Ext1/Sorbs1	13	Ablated
GO:0090130	tissue migration	34/1432	4.53875463551544	1.24665947035551e-05	0.000373931880288116	0.000272661194101147	Itgb2l/Adora2b/Atp5a1/Enpp2/Tek/Angpt1/Coro1c/Has2/Ptp4a3/Rreb1/Mmp9/Rtn4/P2rx4/Notch1/Egf/Prox1/Cyp1b1/Prkce/Atp5b/Met/Pik3cb/Angpt4/Zeb2/Prkd2/Fgfbp1/Hmgb1/Akt1/Fgf10/Srf/Gpi1/Gab2/Fgf4/Ptprr/Nanos1	34	Ablated
GO:0009101	glycoprotein biosynthetic process	31/1432	4.67320811211493	1.2922002139607e-05	0.000385551737523326	0.00028113408533095	B3galnt1/Atp7a/Chst13/Mgat4b/Rpn2/Abca2/Npc1/Dse/Poglut3/Pgm3/Poglut2/Ddost/Pmm2/Pxylp1/Bace2/Fut9/Alg5/Galnt1/Hs2st1/Uggt2/Soat1/Ndst1/Hs6st3/Tusc3/St3gal1/B4galnt2/Serp1/Ext1/St8sia4/Galnt10/B3gat1	31	Ablated
GO:0019216	regulation of lipid metabolic process	39/1432	4.33779072791221	1.33766932542538e-05	0.000397028659991439	0.00028950275232546	Ces1c/Ces1a/Akr1c18/Agtr1b/Adora2b/Star/Atp1a1/Nod2/Abca2/Acadvl/Mtmr1/Fabp3/Bscl2/Lhcgr/Tek/Ppara/Mboat7/Capn2/Sirt3/Zmpste24/Dnajc19/Pdk4/Prox1/Nr0b1/Acacb/Cpt1a/Pde3b/Sphk2/Prkce/Fmc1/Ldlr/Dgkz/Kcnma1/Erlin2/Acadl/Pcx/Akt1/Sorbs1/Adra2a	39	Ablated
GO:0050769	positive regulation of neurogenesis	33/1432	4.57823344648923	1.36249665761167e-05	0.000402291330833364	0.000293340152107513	Star/Plxna3/Map3k13/Ndel1/Camk2b/Enpp2/Braf/Ptprd/Ptprz1/Stau2/Metrn/Ache/Shtn1/Vim/Rtn4/Ist1/Notch1/Tnik/Ntf3/Lrp8/Met/Spen/Hap1/Shox2/Clcf1/Sox10/Zeb2/Tiam2/Srf/Baiap2/Limk1/Tenm4/Rassf10	33	Ablated
GO:0043114	regulation of vascular permeability	11/1432	6.42517933128457	1.37502212750774e-05	0.000403886033204216	0.000294502966715184	C2cd4b/Tjp3/Adm/Angpt1/Ptprj/Adora2a/Ptp4a3/Capn1/Trpv4/Mylk3/Ddah1	11	Ablated
GO:0050770	regulation of axonogenesis	24/1432	5.05497110791631	1.52247326937244e-05	0.00044489180227177	0.000324403284255321	Sema6c/Plxna3/Map3k13/Ndel1/Braf/Metrn/Ache/Shtn1/Vim/Rtn4/Cdk5r1/Ist1/Xk/Pak2/Ifrd1/Kif13b/Shox2/Zeb2/Sema4c/Mark2/Tiam2/Srf/Spg20/Limk1	24	Ablated
GO:0043500	muscle adaptation	19/1432	5.43113984653604	1.53821903242673e-05	0.000447187881786007	0.000326077524444792	G6pd2/Prkag3/Adrb1/Myog/Gsn/Myoz2/Lmna/Hey2/Camk2d/Tead1/Ppara/Tnnt1/P2rx4/Notch1/Tnni1/Ndufs4/Ar/Myh7/Foxo1	19	Ablated
GO:0002685	regulation of leukocyte migration	27/1432	4.86815516153451	1.65596219271139e-05	0.000478961717881678	0.000349246161695899	Ccl5/Jam2/Aoc3/Wasl/Nod2/Creb3/Emilin1/Ptprj/Il12a/Zp3/Mmp9/Rtn4/P2rx4/Capn1/Ptger3/Cd99l2/Mmp28/Fut9/Trpv4/Ednra/Cd200/Kitl/Mtus1/Pdgfd/Hmgb1/Akt1/Mpp1	27	Ablated
GO:2000300	regulation of synaptic vesicle exocytosis	15/1432	5.82097963674112	1.87192904483836e-05	0.00053867846473039	0.000392790027201723	Adora2b/Braf/Stxbp5/Adora2a/Nrxn3/Ncs1/Dtnbp1/Chrna6/Htr1a/Rims4/Git2/Prkce/Rims1/Nlgn1/Adra2a	15	Ablated
GO:0003205	cardiac chamber development	25/1432	4.9770095664466	1.94774196270459e-05	0.000557588493446993	0.000406578717822013	Ryr2/Naca/Mybpc3/Hey2/Nkx2-5/Heg1/Ift88/Tek/Smad6/Myl3/Pitx2/Gja5/Zmpste24/Dhrs3/Notch1/Tnni1/Prox1/Cpe/Ltbp1/Ednra/Ndst1/Shox2/Myh7/Rbp4/Srf	25	Ablated
GO:0003206	cardiac chamber morphogenesis	21/1432	5.25144641214836	1.95731363901837e-05	0.000557588493446993	0.000406578717822013	Ryr2/Mybpc3/Hey2/Nkx2-5/Heg1/Ift88/Tek/Smad6/Myl3/Pitx2/Gja5/Dhrs3/Notch1/Tnni1/Prox1/Cpe/Ednra/Shox2/Myh7/Rbp4/Srf	21	Ablated
GO:0006869	lipid transport	39/1432	4.31690223996485	2.15360636698855e-05	0.000610439724722904	0.000445116431745475	Ces1c/Ces1a/Tnfrsf11a/Slc2a1/Star/Mttp/Spns1/Abca2/Ptch1/Npc1/Ptges/Osbp2/Fabp3/Irak1/Lhcgr/Xkr7/Osbpl3/Esyt1/Osbpl10/Got2/Cry1/Egf/Ecrg4/Ano3/Ugcg/C2cd2l/Soat1/Furin/Abca1/Ldlr/Slc5a8/Gm2a/Scarb2/Xkr5/Akt1/Tpcn2/Rbp4/Cry2/Abcd3	39	Ablated
GO:0007409	axonogenesis	46/1432	4.08706280991204	2.17751866455573e-05	0.000614146930814251	0.000447819627950268	Sema6c/Tbr1/Slitrk2/Plxna3/Slc9a6/Map3k13/Ndel1/Ptch1/Braf/Ptprz1/Stxbp5/Metrn/Ache/Epha3/Shtn1/Vim/Rtn4/Cdk5r1/Ist1/Notch1/Xk/Crmp1/Ntf3/Map1s/Arhgef28/Ednra/Afg3l2/Pak2/Ifrd1/Klf7/Kif13b/Shox2/Myot/Ephb1/Slitrk3/Zeb2/Sema4c/Mark2/Ngfr/Tiam2/Unc5a/Srf/Ext1/Spg20/Limk1/Sptbn4	46	Ablated
GO:0042445	hormone metabolic process	26/1432	4.90935091797278	2.21700397249161e-05	0.000622187897032424	0.000453682886918946	Akr1c18/Adh1/Ece2/H2-Ke6/Star/Atp1a1/Adm/Hsd17b10/Sdr16c5/Retsat/Tg/Lhcgr/Dio1/Srd5a2/Zmpste24/Dhrs3/Hsd17b2/Cpe/Sgpl1/Cyp1b1/Furin/Kcnma1/Rbp4/Corin/Stc2/Pcsk6	26	Ablated
GO:0007517	muscle organ development	37/1432	4.38922290154448	2.26078566419798e-05	0.000631349454696472	0.000460363251402929	Popdc2/Mapk14/Ankrd2/Ryr2/Des/Naca/Myog/Mybpc3/Myoz2/Lmna/Hey2/Psma6/Nkx2-5/Heg1/Nln/Chrnd/Jph2/Angpt1/Lef1/Myl3/Pitx2/Notch1/Tnni1/Id3/Dtnbp1/Prox1/Foxo4/Xk/Bves/Ednra/Paxbp1/Met/Shox2/Ephb1/Myh7/Serp1/Homer1	37	Ablated
GO:0060401	cytosolic calcium ion transport	24/1432	5.02830286083415	2.38096955595665e-05	0.000661652765329327	0.000482459620549111	Ms4a1/Ryr2/Adrb1/Micu2/Camk2d/Psen2/Tmem38a/Lhcgr/Jph2/P2rx4/Hrc/Letm1/Trpc1/Myo5a/Trpv4/Ednra/Afg3l2/Prkce/Dhrs7c/Hap1/Grin2d/Akt1/Tpcn2/Iapp	24	Ablated
GO:0001894	tissue homeostasis	31/1432	4.64053732982538	2.4628093835526e-05	0.000681056897334619	0.000496608598162314	Tnfrsf11a/Tjp3/Ush1g/Cdh23/Epas1/Nod2/Mc4r/Bbs12/Rab3d/Acp5/Wnk3/Traf6/Angpt1/Col9a1/Pthlh/Notch1/Pdk4/Tmem64/Fh1/Cln8/Esrrb/Rbp4/Ppargc1b/Homer1/Srf/Ext1/Add1/Iapp/Nanos1/Rho/Klhl10	31	Ablated
GO:0010632	regulation of epithelial cell migration	28/1432	4.79052999950398	2.50397937620371e-05	0.000689080538043632	0.000502459223829942	Adora2b/Atp5a1/Enpp2/Tek/Angpt1/Coro1c/Has2/Rreb1/Mmp9/Rtn4/P2rx4/Notch1/Egf/Prox1/Prkce/Atp5b/Met/Pik3cb/Angpt4/Prkd2/Fgfbp1/Hmgb1/Akt1/Fgf10/Gpi1/Gab2/Fgf4/Ptprr	28	Ablated
GO:0006874	cellular calcium ion homeostasis	46/1432	4.08092154188996	2.5371841340331e-05	0.000694845258735926	0.000506662705026596	Ccl5/Ms4a1/Atp13a4/Agtr1b/Stim2/Ryr2/Adrb1/Cdh23/Micu2/Cnga1/Camk2d/Adm/Psen2/Tmem38a/Lhcgr/Jph2/Clstn1/Gpr157/Gna13/Slc37a4/Adra1b/P2rx4/Hrc/Grina/Ptger3/Kctd17/Xk/Letm1/Stim1/Trpc1/Myo5a/Tmem64/Atp13a2/Trpv4/Ednra/Afg3l2/Prkce/Dhrs7c/Hap1/Pik3cb/Atp1b1/Grin2d/Hmgb1/Tpcn2/Stc2/Iapp	46	Ablated
GO:0014888	striated muscle adaptation	11/1432	6.36330392756649	2.57365362222208e-05	0.000701444345402738	0.000511474583728041	Myog/Gsn/Myoz2/Lmna/Hey2/Tead1/Tnnt1/Tnni1/Ar/Myh7/Foxo1	11	Ablated
GO:1901215	negative regulation of neuron death	29/1432	4.73406338783621	2.70339488013305e-05	0.000733279692606424	0.000534688073245152	Ccl5/Xiap/Optn/Atp7a/Dnajc5/Star/Hyou1/Npm1/Esr2/Braf/Btbd10/Ptprz1/En2/Angpt1/Foxq1/Ppara/Prdx3/Adora2a/Nenf/Sod2/Dtnbp1/Ntf3/Cd200/Clcf1/Ngfr/En1/Gpi1/Nmnat1/Park7	29	Ablated
GO:0098739	import across plasma membrane	23/1432	5.08237008210442	2.90158822994565e-05	0.000783290651217232	0.000571154735789301	Folr1/Slc2a1/Adrb1/Atp1a1/Slc9a6/Abcc9/Wnk3/Slc6a14/Kcnh2/Slc43a1/Slc15a1/Slc12a9/Trpv4/Cln8/Slc36a1/Slc9a7/Atp1b1/Slc1a5/Slc7a5/Akt1/Slc15a4/Kcnj12/Iapp	23	Ablated
GO:0018209	peptidyl-serine modification	37/1432	4.37542957941214	3.04945966138729e-05	0.000819307432246661	0.000597417215777894	Prkaca/Ppp1r1b/Mapk14/Map3k13/Camk2b/Camk2d/Phip/Braf/Poglut3/Tek/Angpt1/Poglut2/Cdk5r1/Hrc/Camk2a/Smg1/Ntf3/Galnt1/Sgk3/Hipk1/Pak2/Hmga2/Prkce/Dyrk1b/Dyrk3/Dyrk4/Met/Fnip2/Mark2/Prkd2/Raf1/Plcl2/Akt1/Iapp/Sptbn4/Map4k1/Park7	37	Ablated
GO:0034767	positive regulation of ion transmembrane transport	24/1432	5.01263674408975	3.08554928881576e-05	0.000825093345202668	0.000601636149810303	Tcaf1/G6pd2/Stim2/Atp7a/Ryr2/Asic2/Nipsnap2/Adrb1/Wnk3/Lhcgr/Jph2/Kcnh2/Fgf14/Nedd4l/Stim1/Trpc1/Myo5a/Ednra/Flna/Slc9a3r2/Hap1/Atp1b1/Hcn1/Iapp	24	Ablated
GO:0008344	adult locomotory behavior	17/1432	5.5657967316823	3.11958537345744e-05	0.000830278379442733	0.000605416939044594	Agtpbp1/Cdh23/Ctns/Dnm1/Npc1/Fgf14/Zmpste24/Hexa/Ndufs4/Cln8/Tmod1/Sez6/Kcnma1/Grin2d/En1/Sptbn4/Park7	17	Ablated
GO:0014902	myotube differentiation	19/1432	5.37748713304372	3.32230669173374e-05	0.000880100777356941	0.000641746108137648	Mapk14/Ankrd2/Naca/Myog/Nkx2-5/Nln/Capn2/Pitx2/Notch1/Xk/Stim1/Pld3/Dyrk1b/Met/Shox2/Plekho1/Ptgfrn/Nfatc2/Homer1	19	Ablated
GO:0043112	receptor metabolic process	24/1432	5.0074687739313	3.35910435892194e-05	0.00088560406409425	0.000645758958638973	Optn/Dnm1/Abca2/Adm/Psen2/Magi2/Uvrag/Angpt1/Ache/Gria1/Lrpap1/Ophn1/Pacsin1/Egf/Dtnbp1/Capn1/Ptger3/Bves/Ntf3/Znrf3/Furin/Lrrtm2/Hap1/Mvb12a	24	Ablated
GO:0001763	morphogenesis of a branching structure	28/1432	4.7740687224499	3.37756331795728e-05	0.00088560406409425	0.000645758958638973	Mycn/Agtr1b/Map3k13/Adm/Ptch1/Nrarp/Fzd5/Tek/Angpt1/Lef1/Gpc3/Pitx2/Gna13/Rtn4/Notch1/Egf/Prox1/Cpe/Ednra/Ar/Hmga2/Met/Adamts16/Shox2/Sox10/Fgf10/Srf/Ext1	28	Ablated
GO:0051145	smooth muscle cell differentiation	14/1432	5.89330029832075	3.38994676148267e-05	0.00088560406409425	0.000645758958638973	Hey2/Adm/Smad6/Pitx2/Sod2/Notch1/Foxo4/Ntf3/Ednra/Mrtfa/Rbpms2/Fgf10/Nfatc2/Srf	14	Ablated
GO:0090287	regulation of cellular response to growth factor stimulus	32/1432	4.57488335960395	3.59852742492196e-05	0.000935782200545074	0.000682347522823204	Folr1/Hes5/Grb10/Slc9a6/Creb3l1/Hgs/Emilin1/Tek/Angpt1/Hjv/Smad6/Ppara/Gpc3/Il12a/Ptp4a3/Runx2/Notch1/Fst/Lrit3/Ltbp1/Ctdspl2/Furin/Pik3cb/Zeb2/Prkd2/Ngfr/Tmem108/Fgfbp1/Fgf10/Ube2o/Spg20/Fgf4	32	Ablated
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	9/1432	6.71997887150522	3.73480025305975e-05	0.000963694471242665	0.000702700409163399	Chchd10/Vdac2/Slc35f6/Eya2/Ppif/Spg7/Slc25a5/Rhot1/Stpg1	9	Ablated
GO:0030203	glycosaminoglycan metabolic process	15/1432	5.76446742647778	3.73986212159792e-05	0.000963694471242665	0.000702700409163399	Lyg2/Chst13/Dse/Angpt1/Has2/Pxylp1/Hexa/Egf/Chst5/Cemip2/Hs2st1/Ednra/Ndst1/Hyal2/Ext1	15	Ablated
GO:1990778	protein localization to cell periphery	37/1432	4.36453028895411	3.85302766542664e-05	0.000988362616982065	0.000720687765759963	Tamalin/Optn/Palm/Rapgef6/Camk2b/Abca2/Camk2d/Rab3c/Cnih3/Ptch1/Rab3d/Magi2/Wnk3/Clstn1/Golph3l/Epha3/Tspan15/Rapsn/Pacsin1/Rab40b/Arl13a/Camk2a/Clip3/Tnik/Myo5a/Ar/Kif13a/Bbip1/Flna/Slc9a3r2/Atp1b1/Pigw/Epb41/Akt1/Sorbs1/Sptbn4/Tspan17	37	Ablated
GO:0030099	myeloid cell differentiation	41/1432	4.22088758672526	3.90256180240153e-05	0.000996559588189833	0.000726664779422989	Clec2g/Ccl5/Ltbr/Tnfrsf11a/G6pd2/Hba-a1/Mapk14/Epas1/L3mbtl1/Psen2/Kat6a/Wasf2/Traf6/Flvcr1/Lef1/Mb/Prdx3/Gpc3/Batf2/Ptbp3/Fam210b/Gpr68/Pir/Hmgb3/Tmem64/Esrra/Cdin1/Dyrk3/Kitl/Slc25a38/Zbtb46/Relb/Slc25a5/Meis2/Hmgb1/Vps33a/Ppargc1b/Srf/Add1/Gab2/Ap3b1	41	Ablated
GO:0055008	cardiac muscle tissue morphogenesis	13/1432	5.99866081397858	4.56539490832443e-05	0.00115840032476196	0.000844674745446653	Ryr2/Mybpc3/Hey2/Nkx2-5/Heg1/Angpt1/Myl3/Pitx2/Notch1/Tnni1/Prox1/Ednra/Myh7	13	Ablated
GO:0021700	developmental maturation	35/1432	4.43468527562123	4.57720361168953e-05	0.00115840032476196	0.000844674745446653	Prkaca/G6pd2/Hes5/Rnd1/Palm/Epas1/Dld/Map3k13/Camk2b/Psen2/Esr2/Pou2f2/Fzd5/Flvcr1/Clstn1/Irx5/Fbxo5/Runx2/Pebp1/Bloc1s6/Ptbp3/Cdk5r1/Notch1/Fam210b/Gldn/Myo5a/Ednra/Sox10/Sez6/Kcnma1/Akt1/Tusc2/Arhgef15/Ext1/Sptbn4	35	Ablated
GO:0055007	cardiac muscle cell differentiation	20/1432	5.27138062704917	4.65460138431178e-05	0.00117275267767393	0.000855140099938824	G6pd2/Popdc2/Sorbs2/Adrb1/Lmna/Hey2/Camk2d/Nkx2-5/Ift88/Ppara/Pitx2/Acadm/Adra1b/Zmpste24/Prox1/Bves/Met/Shox2/Mylk3/Srf	20	Ablated
GO:0043405	regulation of MAP kinase activity	24/1432	4.9870599023001	4.6849455171786e-05	0.00117517505030467	0.000856906429714037	Tnfrsf11a/Map3k13/Nod2/Tsg101/Ern2/Hgs/Fzd5/Irak1/Magi3/Traf6/Ptprj/Gab1/Tpd52l1/Egf/Dtnbp1/Ntf3/Hyal2/Fzd10/Kitl/Pik3cb/Pdgfd/Zeb2/Pik3r6/Adra2a	24	Ablated
GO:0071692	protein localization to extracellular region	39/1432	4.28136550568806	4.74406858002807e-05	0.00118476320617529	0.00086389785827824	Ccl5/Idh2/Adrb1/Mttp/Rab3c/Mc4r/Rab3d/Vsnl1/Stxbp5/Adora2a/Golph3l/Mpc2/Il12a/Gja5/Bloc1s6/Ucp2/Egf/Gpr68/Ptger3/C1qtnf5/Ltbp1/C2cd2l/Myom1/Myo5a/Myo18a/Atp13a2/Cpt1a/Pde3b/Cd200/Prkce/Klf7/Abca1/Doc2b/Raf1/Pclo/Serp1/Rbp4/Park7/Adra2a	39	Ablated
GO:0050900	leukocyte migration	37/1432	4.35374851335082	4.84516815707668e-05	0.00119630003330471	0.000872310206160481	Ccl5/Jam2/Slamf9/Aoc3/Itgb2l/Ffar2/Wasl/Nod2/Creb3/Emilin1/Sbds/Cadm1/Ptprj/Slc37a4/Il12a/Zp3/Cnr2/Mmp9/Rtn4/P2rx4/Capn1/Ptger3/Cd99l2/Mmp28/Fut9/Trpv4/Ednra/Cd200/Kitl/Mtus1/Pdgfd/Hmgb1/Akt1/Irak4/Foxj1/Ext1/Mpp1	37	Ablated
GO:0043455	regulation of secondary metabolic process	6/1432	7.56727673189242	4.87467468148504e-05	0.00119630003330471	0.000872310206160481	Atp7a/Ctns/Tyrp1/Mfsd12/Zeb2/Pmel	6	Ablated
GO:0048021	regulation of melanin biosynthetic process	6/1432	7.56727673189242	4.87467468148504e-05	0.00119630003330471	0.000872310206160481	Atp7a/Ctns/Tyrp1/Mfsd12/Zeb2/Pmel	6	Ablated
GO:1900376	regulation of secondary metabolite biosynthetic process	6/1432	7.56727673189242	4.87467468148504e-05	0.00119630003330471	0.000872310206160481	Atp7a/Ctns/Tyrp1/Mfsd12/Zeb2/Pmel	6	Ablated
GO:2001233	regulation of apoptotic signaling pathway	39/1432	4.27887484437561	5.00916368661463e-05	0.00122400641980251	0.000892512967211236	Plagl2/Ltbr/Siah1a/Ankrd2/Meis3/Camk2b/Lmna/Vdac2/Hyou1/Psen2/Creb3l1/Phip/Slc35f6/Eya2/Creb3/Sgms1/Rrm2b/Adora2a/Parl/Tpd52l1/Sod2/Mmp9/Grina/Ppif/Sgk3/Hyal2/Ar/Pak2/Traf1/Pik3cb/Mrtfa/Caap1/Ngfr/Slc25a5/Raf1/Akt1/Fgf10/Pdia3/Park7	39	Ablated
GO:1990845	adaptive thermogenesis	21/1432	5.18773059776225	5.12526612071244e-05	0.00124700144370467	0.000909280327808347	Grb10/Decr1/Adrb1/Epas1/Mc4r/Bscl2/Ache/Cpt2/Id1/Acot11/Ucp2/Notch1/Trpv4/Prkab2/Fh1/Acadl/Oma1/Slc25a5/Ksr2/Plcl2/Ppargc1b	21	Ablated
GO:0048644	muscle organ morphogenesis	15/1432	5.73203215072463	5.5194446302708e-05	0.00133716801747885	0.000975027398248917	Ryr2/Mybpc3/Hey2/Nkx2-5/Heg1/Angpt1/Myl3/Pitx2/Notch1/Tnni1/Prox1/Ednra/Shox2/Myh7/Serp1	15	Ablated
GO:0001659	temperature homeostasis	23/1432	5.03888497016468	5.77976138125567e-05	0.00139427520299312	0.00101666844094921	Ccl5/Tnfrsf11a/Grb10/Decr1/Adrb1/Epas1/Acadvl/Ptges/Bscl2/Ache/Cpt2/Id1/Acot11/Ucp2/Notch1/Ptger3/Prkab2/Fh1/Acadl/Oma1/Ksr2/Plcl2/Ppargc1b	23	Ablated
GO:0006081	cellular aldehyde metabolic process	12/1432	6.11644384963496	6.04534676085738e-05	0.00145216401641104	0.00105887942595392	Adh1/Aldoa/Idh2/Sdr16c5/Grhpr/Cyp1b1/Kcnma1/Aldh2/Rbp4/Taldo1/Pdxp/Park7	12	Ablated
GO:0006937	regulation of muscle contraction	21/1432	5.17546050517043	6.14369292563431e-05	0.00146338635274878	0.00106706245550491	Adora2b/Ryr2/Adrb1/Atp1a1/Nkx2-5/Tmem38a/Bscl2/Myl3/Tnnt1/Gja5/Adra1b/P2rx4/Tnni1/Ptger3/Trpv4/Chrm3/Atp1b1/Myh7/Kcnma1/Srf/Adra2a	21	Ablated
GO:0055067	monovalent inorganic cation homeostasis	21/1432	5.17546050517043	6.14369292563431e-05	0.00146338635274878	0.00106706245550491	Avpr2/Atp1a1/Slc9a6/Camk2d/Kcnh2/Adora2a/Atp6v0a2/Pdk4/Slc12a9/Otc/Ednra/Atp5b/Slc4a7/Slc9a7/Atp1b1/Lacc1/Kcnma1/Mafg/Vps33a/Corin/Ext1	21	Ablated
GO:0046890	regulation of lipid biosynthetic process	24/1432	4.96705923559343	6.46267516101377e-05	0.00152758937480985	0.00111387759372363	Ces1c/Ces1a/Akr1c18/Adora2b/Star/Atp1a1/Abca2/Acadvl/Fabp3/Bscl2/Lhcgr/Ppara/Capn2/Sirt3/Pdk4/Prox1/Nr0b1/Sphk2/Ldlr/Erlin2/Acadl/Pcx/Akt1/Sorbs1	24	Ablated
GO:0060249	anatomical structure homeostasis	33/1432	4.50077538745022	6.46712735851764e-05	0.00152758937480985	0.00111387759372363	Tnfrsf11a/Aldoa/Tjp3/Ush1g/Cdh23/Epas1/Nod2/Mc4r/Psen2/Bbs12/Rab3d/Acp5/Wnk3/Traf6/Angpt1/Col9a1/Pthlh/Notch1/Pdk4/Tmem64/Fh1/Cln8/Esrrb/Rbp4/Ppargc1b/Homer1/Srf/Ext1/Add1/Iapp/Nanos1/Rho/Klhl10	33	Ablated
GO:0055010	ventricular cardiac muscle tissue morphogenesis	11/1432	6.26799374776216	6.57313039844328e-05	0.00154618573563382	0.00112743756604878	Ryr2/Mybpc3/Hey2/Nkx2-5/Heg1/Myl3/Notch1/Tnni1/Prox1/Ednra/Myh7	11	Ablated
